,arsno,bstopid,bstopnm,gpsx,gpsy,stoptype
2108,11038,174860401,남산119안전센터,129.086664775853,35.261687512419,일반
2109,11039,176700101,샘골공원,129.087483,35.2608217,일반
2110,11040,209650301,남산초등학교,129.088042,35.2624183,일반
2112,11042,209670201,남산프라자,129.0919033333,35.2631916667,일반
2114,11044,174540101,두실역,129.091542095198,35.258340226219,일반
2116,11046,175210401,선경3차아파트,129.087819287188,35.258700482578,일반
2120,11050,174540201,행림병원,129.09133,35.2542933333,일반
2122,11052,174920402,롯데캐슬정문,129.087816710562,35.252632237456,일반
2124,11054,174920401,롯데캐슬입구,129.087836932278,35.250938377644,일반
2125,11056,175300101,부산산업보건센터,129.0927833333,35.2750383333,일반
2126,11057,174170401,태광산업.구서역,129.0920833333,35.249095,일반
2127,11058,174170201,태광산업(구서역),129.0920633333,35.2481233333,일반
2128,11060,175450301,구서역.금정경찰서,129.092244980885,35.245771550893,일반
2129,11061,175470102,구서역.구서시장,129.088904416199,35.24634480362,일반
2131,11063,175380302,구서1치안센터,129.088308907098,35.2448774056,일반
2133,11065,175470301,금정산쌍용예가.구서SK뷰,129.086669996277,35.243043050295,일반
2135,11067,176380101,금정구청.부산가톨릭대,129.093204845217,35.242333768065,일반
2137,11069,175400101,윤산터널입구,129.092892824666,35.240426361929,일반
2139,11071,174970101,장전역,129.0879017,35.23835333,일반
2140,11072,174830401,장전초등학교,129.086547335699,35.240679121764,일반
2142,11074,174830201,장전동어린이놀이터,129.086362417511,35.238126678324,일반
2143,11075,174960301,장전중앙교회,129.0861033333,35.2352183333,일반
2144,11076,175640101,장전1치안센터,129.087738083356,35.235701229225,일반
2145,11077,174660201,경남한신아파트,129.0918133333,35.2357866667,일반
2148,11080,175620101,부산대학교정문,129.08693576559,35.232326028162,일반
2150,11082,175620201,부산대역,129.08781088336,35.231040020499,일반
2151,11083,175630101,부산대앞부산은행,129.0863966667,35.2305466667,일반
2152,11084,173750201,범어사매표소,129.07308,35.2833416667,일반
2155,11088,175830301,부산대학교후문,129.08399491779,35.228592471075,일반
2157,11090,175070101,금정초등학교,129.08599830827,35.227018249022,일반
2161,11094,176630101,경보아파트,129.0817783333,35.2253766667,일반
2164,11100,175080301,래미안장전남문,129.086101904066,35.224521934159,일반
2167,11104,174370201,동해중학교,129.0870783333,35.21789,일반
2168,11105,174370202,부곡4동주민센터.온천장역,129.08831482496,35.220100085213,일반
2170,11107,175510202,부곡1치안센터,129.091053752,35.2218183024,일반
2171,11108,174310301,부산정보관광고,129.0911566667,35.2238066667,일반
2172,11109,175600301,부곡시장,129.09176901,35.2260311768,일반
2173,11112,174330101,부곡대우아파트,129.090552019755,35.230882906936,일반
2174,11113,175810401,부산대역.부곡대우아파트,129.0897633333,35.2311666667,일반
2175,11114,175610401,금정세무서,129.092100995794,35.231579842024,일반
2177,11117,174540202,금정이마트,129.09128,35.25072,일반
2181,11121,174390302,내성고등학교,129.092729082173,35.219532848502,일반
2183,11123,174390204,서동고개,129.095995464404,35.217045235057,일반
2185,11129,175850302,서1동새마을금고,129.098580180385,35.216615493819,일반
2187,11131,174390203,서3치안센터,129.101558717917,35.215298403858,일반
2189,11133,175550201,세웅병원,129.1041933333,35.21473,일반
2190,11134,174470201,세웅병원후문,129.10307035237,35.21428826326,일반
2191,11135,175490301,서동입구,129.104645,35.210875,일반
2192,11136,175490101,동상초등학교.서동역,129.10713166642,35.212506862045,일반
2193,11137,174440201,서동역,129.107324778325,35.213194042753,일반
2194,11138,175560301,부산은행,129.106081798703,35.214342172825,일반
2195,11139,174700401,라이프타운,129.1072416667,35.215085,일반
2196,11141,174450101,금사입구,129.108900592605,35.214953946773,일반
2198,11143,174590201,금사전화국,129.1127883333,35.2151133333,일반
2200,11145,174580101,서금지구대.금사역,129.116334686558,35.216074943815,일반
2202,11147,175120201,금사중학교,129.110055,35.2174666667,일반
2203,11148,175520201,금사중학입구,129.1096833333,35.217535,일반
2204,11150,175120202,금사회동동주민센터,129.1110583333,35.2183916667,일반
2205,11151,175110101,금사시장,129.11341,35.2211,일반
2207,11153,175540201,중소기업은행,129.1131733333,35.2221933333,일반
2208,11154,212530101,동일고무벨트,129.1146116667,35.2228933333,일반
2209,11155,212530102,부산예원고등학교,129.11624,35.22465,일반
2211,11157,175700301,욱성화학(주),129.1179733333,35.22672,일반
2213,11159,175880101,회동본동,129.1202614438,35.2278200897,일반
2215,11161,173640301,회동동,129.123986265367,35.230438412219,일반
2216,11162,209660201,남산성당,129.084880218313,35.264018494637,일반
2218,11165,173750202,범어사주차장,129.072645,35.2822233333,일반
2219,11166,173770201,상마마을.범어사박물관,129.0737166667,35.279235,일반
2220,11167,173800101,하마마을,129.077123405708,35.279644519516,일반
2221,11168,173740201,경동아파트,129.08633,35.28144,일반
2222,11169,173730201,지장암,129.078555,35.2813566667,일반
2225,11184,176670101,남문,129.0619766667,35.2417533333,일반
2226,11185,176660101,동문,129.0644566667,35.2432483333,일반
2228,11192,174810101,광명사,129.076765358668,35.229668539908,일반
2230,11194,174810102,양로원,129.076651369,35.2312582558,일반
2232,11242,173840202,성불사입구,129.0897674,35.27981159,일반
2239,11260,173620201,회동석대산단,129.1271355,35.23226714,일반
2241,11262,216770101,우성,129.1183198,35.22498524,일반
2242,11263,216780101,삼한전자,129.1182731,35.22530146,일반
2243,11264,175420101,금정문화회관,129.094723890892,35.245515427839,일반
2245,11266,175480101,동래초등학교,129.097355480084,35.247745962882,일반
2247,11268,173720102,금단마을,129.0995618,35.25150156,일반
2249,11270,173720101,브니엘고등학교,129.10224461964,35.256733753965,일반
2251,11272,173620301,건설안전시험사업소,129.1243589,35.23234521,일반
2252,11273,220240101,스포원파크,129.103181776495,35.292293296863,일반
2253,11274,220280101,금정체육공원,129.102468678769,35.291494676608,일반
2254,11275,217200101,금정공영차고지,129.09808,35.28949,일반
2255,11276,501040000,회동화물자동차공영차고지,129.136029575064,35.242971396206,일반
2263,11287,506410000,남산고등학교,129.08543390369,35.267132990597,일반
2264,11288,506500000,부산외대정문,129.084419230353,35.266555728168,일반
2265,11289,506480000,부산외국어대학교캠퍼스,129.080368851956,35.267143609438,일반
2268,11292,508410000,범어사어귀삼거리,129.091949274567,35.275715616806,일반
2273,12001,177190401,강서구청,128.9826419768,35.2124006155,일반
2274,12003,211810301,대저119안전센터,128.977399016,35.2145815242,일반
2275,12004,191650301,낙동중학교,128.9648778788,35.2152059926,일반
2276,12005,191670302,강서복지회관.우편집중국,128.958486514056,35.215195585502,일반
2277,12006,191670301,중리입구,128.956172112128,35.214817284798,일반
2278,12007,191660301,부산교도소,128.9528170927,35.213925719,일반
2279,12008,191660302,평강역,128.9500950522,35.2141627418,일반
2280,12009,191270401,대사리3구,128.9436222758,35.2160660035,일반
2281,12010,191270402,국립농산물품질관리원,128.9407630777,35.2169727937,일반
2282,12011,191280301,대사역.대사리2구,128.936478,35.2184965,일반
2292,12022,191790301,신덕삼거리,128.974643774749,35.204740523135,일반
2294,12024,191300101,대사리1구,128.933109,35.2193235,일반
2296,12026,191870201,강서브라이트센터,128.956947828348,35.180805498104,일반
2297,12027,188790301,경전철덕두역,128.953306,35.181098,일반
2299,12029,176970101,공항입구,128.94991,35.176562,일반
2300,12031,177190301,강서구청역,128.980796,35.211588,일반
2302,12033,191660201,대저역,128.9608235643,35.2128561015,일반
2303,12034,210430101,강서경찰서,128.906565,35.1179366667,일반
2304,12035,210430201,순아동,128.903614416576,35.119047734473,일반
2305,12036,190730201,영도산업,128.8257916667,35.0994966667,일반
2306,12037,191580101,명지새동네,128.930807292609,35.108553925103,일반
2308,12039,190830201,송정다리,128.833980376163,35.093316945379,일반
2309,12040,189810101,삼성전기,128.853665827506,35.093337809078,일반
2310,12041,189230301,삼성자동차정문,128.87682,35.08914,일반
2312,12043,190310201,DSR,128.840266146918,35.093315552254,일반
2313,12044,191700202,금호마을,128.95868,35.16381,일반
2315,12046,190190201,리노공업,128.84241,35.0934116667,일반
2316,12047,190300201,동서열처리,128.84565,35.0934033333,일반
2317,12050,191790302,강서체육공원,128.9744681385,35.2074218819,일반
2318,12051,191660202,체육공원역,128.968217159959,35.212096849437,일반
2319,12053,203340201,(구)검문소,128.8374416667,35.1036016667,일반
2321,12055,204820201,용원사거리,128.821149732729,35.098066413968,일반
2322,12056,191150101,경제자유구역청,128.839721675084,35.086637867058,일반
2323,12060,193270301,명지신도시,128.90243,35.0889316667,일반
2324,12061,188770301,수로다리,128.9698603648,35.2149498027,일반
2327,12064,214220201,부산신항만,128.834503859676,35.078515843071,일반
2329,12066,189950101,대흥공업사거리,128.859716141972,35.093335211874,일반
2330,12067,189380301,우진목재,128.8656716667,35.0920966667,일반
2331,12068,189420201,녹산하수처리장,128.8663633333,35.08886,일반
2332,12069,190280201,해덕파워웨이,128.84846,35.0934,일반
2336,12074,203310101,용원중앙병원,128.822773279354,35.099351504781,일반
2337,12075,190520201,(주)거보,128.830975567801,35.095182350023,일반
2339,12077,190320201,부산프라스틱공업,128.838630494142,35.093310578182,일반
2340,12078,190980401,풍영산업,128.83970582511,35.091705894525,일반
2344,12085,176810202,낙동강철새도래지,128.916774396519,35.090078072164,일반
2346,12088,188900301,성산2구,128.8913316667,35.11926,일반
2347,12089,191320302,성고개,128.8565733333,35.1104766667,일반
2349,12091,209550501,녹산농협,128.878115,35.111279,일반
2350,12092,191560202,진동,128.926975,35.0980516667,일반
2351,12096,190540201,(주)태광,128.8329379922,35.0895245324,일반
2353,12099,177170102,강서고.부산혜원학교,128.988718551704,35.214656108235,일반
2355,12101,191810302,경일고등학교입구,128.9240683333,35.1136533333,일반
2358,12114,188900304,녹산,128.8858183333,35.1141333333,일반
2362,12118,191340101,녹산중학교,128.8895083333,35.1171766667,일반
2364,12134,191590201,덕두시장,128.9579128218,35.1789961968,일반
2366,12136,176810103,동리,128.92803,35.1005916667,일반
2369,12141,191960201,등구마을,128.9627129857,35.1933979646,일반
2371,12147,188940301,명지시장,128.931882586343,35.111567909424,일반
2372,12149,211750101,렛츠런파크입구,128.882158278042,35.152527268466,일반
2375,12155,208170101,사구,128.886270178648,35.158861935493,일반
2377,12161,189940401,삼보목재,128.8617,35.09351,일반
2379,12164,189250301,삼성자동차남문,128.88146,35.08911,일반
2381,12180,188900303,성산다리,128.893855,35.1217466667,일반
2383,12183,191490201,세산삼거리,128.87459,35.14075,일반
2386,12196,191950201,신덕마을,128.9685071617,35.1999453295,일반
2388,12207,189400101,신호하수처리장,128.872608117635,35.088816712336,일반
2390,12221,190650401,영남자동화기계,128.82798,35.09787,일반
2396,12241,189510401,태광금속,128.86507,35.0935,일반
2398,12245,191200401,경제자유구역청사거리,128.8388633872,35.0891839679,일반
2401,12248,191810301,진목,128.9266766667,35.1130933333,일반
2405,12254,209420101,호산나교회.엘크루4단지,128.9069128277,35.0841771355,일반
2406,12255,209440301,호산나교회.삼정그린코아,128.90694,35.08438,일반
2407,12256,190130101,농심,128.83968795131,35.096453919318,일반
2409,12262,189680201,녹산염색공단,128.86009151957,35.088789433982,일반
2411,12264,189850201,부산지방중소벤처기업청,128.85558106174,35.088818102847,일반
2413,12266,189620201,갑을녹산병원,128.852556016,35.0898935961,일반
2415,12268,189060301,삼성전기기숙사,128.852505,35.093052,일반
2418,12273,214270101,퀸덤1.2단지,128.897867529884,35.086557727144,일반
2419,12274,209510101,극동스타클래스아파트,128.900896289966,35.084211643783,일반
2420,12275,213100201,롯데캐슬아파트,128.90470802238,35.08420000076,일반
2421,12276,213110201,남명초등학교,128.91014341817,35.084214153114,일반
2422,12277,209440101,행복마을,128.91191715679,35.086519026466,일반
2426,12281,214280101,퀸덤3단지,128.901450513142,35.084418787465,일반
2428,12289,215050201,현대상선,128.83502160648,35.071384654271,일반
2430,12291,215050202,부산신항다목적터미널,128.834982702772,35.073908012816,일반
2432,12295,177040202,작지,128.9502106142,35.1438623208,일반
2434,12297,214910101,가덕천성동,128.812821,35.030676,일반
2437,12300,213080101,부산항홍보관,128.830920250661,35.087130162389,일반
2439,12304,214910102,두문입구,128.812095,35.032817,일반
2441,12306,214910103,서중마을,128.818799,35.032402,일반
2442,12307,214920102,동중마을,128.8237617,35.0320918,일반
2443,12308,215150202,범한판토스,128.8082872,35.08435995,일반
2444,12310,215150201,현대물류,128.813061249672,35.084410270213,일반
2446,12312,214960101,강림씨에스피,128.872720314271,35.107835887087,일반
2448,12314,214990401,화연공원,128.87808058892,35.103427148949,일반
2450,12316,217140101,동선마을,128.8323612,35.05557414,일반
2453,12319,214990402,부산은행화전공단지점,128.88305,35.10365,일반
2455,12321,215000301,세주정공,128.883089,35.107928,일반
2457,12324,211730101,옥포마을,128.8450501,35.11630135,일반
2459,12326,192630302,명동,128.845485742514,35.144112655741,일반
2461,12328,192670301,동화엔텍,128.836618,35.149122,일반
2463,12332,192750501,이원솔루텍,128.8302362,35.14906183,일반
2465,12334,214470102,자동차부품멀티관,128.82433889335,35.14907415663,일반
2467,12336,214470101,ENK,128.815765566499,35.149640078515,일반
2469,12338,214450102,YMP지사단지기점,128.8096386,35.14919782,일반
2470,12339,214460101,매일정기,128.811697377123,35.149261638147,일반
2471,12340,209900103,마음,128.863998683351,35.134175089459,일반
2473,12342,209900104,중곡,128.870584113078,35.137673880916,일반
2478,12349,191850102,구랑,128.8583191,35.12899705,일반
2480,12351,192560102,가동마을입구,128.884807344738,35.165255359668,일반
2482,12353,192690202,지사휴먼시아아파트,128.8349827,35.15081495,일반
2484,12355,192710201,지사문화회관,128.831273361887,35.150785461673,일반
2486,12357,214990101,서번산업,128.8781009,35.09917543,일반
2488,12359,215830101,조달청비축기지,128.8831916,35.09833942,일반
2490,12361,209900301,지사산단입구,128.857389996259,35.136387638847,일반
2492,12367,215920101,서부산유통지구역,128.954476,35.16677113,일반
2494,12369,215950101,신항서문입구,128.8016657,35.08289042,일반
2496,12371,215120301,글로벌물류센터,128.81524822934,35.082987394507,일반
2498,12389,191000401,보람공원,128.8478672,35.08914558,일반
2499,12390,193300201,신호대교,128.8967259,35.08864551,일반
2501,12392,213060102,세방물류,128.8256438,35.08587971,일반
2502,12394,214940102,성북,128.8286148,35.05811805,일반
2504,12396,215420201,천성,128.8212133,35.0300753,일반
2507,12399,214260202,명호초등학교,128.899313994315,35.085477802894,일반
2509,12401,209510201,두산위브,128.899315,35.0829229,일반
2511,12403,215240401,한신휴플러스아파트,128.9010829,35.08186331,일반
2512,12404,216010101,극동스타클래스,128.9010283,35.08210749,일반
2513,12405,216020101,엘크루블루오션,128.905852,35.08186503,일반
2516,12412,192680101,금강.협성아파트,128.8362007,35.15044728,일반
2518,12414,209480301,의창수협,128.87292,35.08366,일반
2520,12416,216450101,신호초등학교사거리,128.8776449,35.08371559,일반
2522,12418,214520201,신호농협,128.877655,35.08606758,일반
2524,12420,214490102,윌아파트,128.877658,35.08835208,일반
2526,12422,216030201,전망대,128.8213746,35.02277747,일반
2528,12424,217170101,대항마을,128.8309639,35.01260928,일반
2529,12430,216510101,우성전기,128.8611626,35.14608751,일반
2531,12432,216570201,조선해양기자재회관,128.8600134,35.15007044,일반
2533,12434,216570101,강진산업,128.8594779,35.15330045,일반
2535,12436,216530101,DSK,128.860449,35.15763382,일반
2537,12438,216550101,탑동,128.8644485,35.1590638,일반
2540,12441,216610102,렛츠런파크정문,128.8768246,35.15180727,일반
2542,12443,216610101,렛츠런파크에코랜드,128.872409,35.15136643,일반
2544,12445,216580101,렛츠런파크관람대,128.8683114,35.15619254,일반
2546,12449,192560101,가동마을,128.881964674499,35.166950649434,일반
2547,12450,192060302,둔치도입구,128.893458109512,35.164189836456,일반
2549,12452,210410101,엘크루블루오션6단지,128.9103374,35.08192734,일반
2550,12453,210400301,엘크루블루오션4단지,128.9100224,35.08205397,일반
2551,12454,191340302,본녹산,128.8823583,35.11265384,일반
2553,12457,216680101,에일린의뜰아파트,128.920539,35.09994421,일반
2554,12458,216670101,금강펜테리움아파트,128.9203466,35.10015453,일반
2555,12459,217070101,한일기공,128.825088722577,35.141871251389,일반
2557,12461,192790101,테크노파크입구,128.82866071042,35.144358784465,일반
2559,12463,192770101,자동차부품복지관,128.8305848,35.14625607,일반
2563,12469,209500501,강서평생학습관,128.873226786533,35.083000931863,일반
2564,12470,214930301,성북마을,128.8322797,35.0570759,일반
2566,12473,216670201,명지초교.명지중학교,128.926335649087,35.103841253876,일반
2568,12475,217250101,대방노블랜드아파트,128.920129230433,35.097316038329,일반
2569,12476,216680301,호반베르디움아파트,128.9197442,35.09726358,일반
2570,12477,209470301,부영2차아파트,128.8727724,35.08626477,일반
2572,12481,219800301,금강펜테리움2차아파트,128.921047609108,35.103159272813,일반
2573,12482,216670301,금강펜테리움2차아파트.호반베르디움2차아파트,128.920643089119,35.103210727613,일반
2574,12483,191560302,명지국제신도시입구,128.923245620038,35.104647431172,일반
2576,12485,220690101,(주)신영,128.820431863206,35.139307541978,일반
2578,12487,214470105,삼영MT,128.819742960615,35.149758395645,일반
2580,12489,211740101,에스피엘,128.8249902094,35.150603187292,일반
2582,12491,191360401,협성휴포레,128.918601364546,35.106865872102,일반
2584,12493,219230201,호반베르디움2차.금강펜테리움2차,128.917900041423,35.102208780357,일반
2586,12495,220720301,지법서부지원.지검서부지청,128.908202321987,35.096986227635,일반
2588,12499,215250302,신호중학교,128.875702337491,35.081470097426,일반
2589,12500,220590201,중흥1차.더힐시그니처동문,128.916225256303,35.096129665523,일반
2591,12502,220720101,법원검찰청사거리,128.911649668234,35.095994642669,일반
2594,12505,216720201,중흥프라디움,128.915431405268,35.098755700828,일반
2596,12509,504450000,명지더웨스턴,128.913927426281,35.096454371369,일반
2597,12514,191940102,성산,128.896612836407,35.124356830162,일반
2599,12516,504620000,송정초등학교,128.875183041717,35.085844489854,일반
2601,12518,504940000,더힐시그니처,128.913911016227,35.09610418761,일반
2602,12527,506520000,조선해양기자재연구원,128.86321085329,35.160610360671,일반
2603,12528,506460000,범방동삼층석탑,128.864065265365,35.161985057179,일반
2604,12529,506570000,한국해양대학교서부산융합캠퍼스,128.866979264701,35.161282296936,일반
2608,12537,506700000,명원초등학교,128.912508407875,35.093327084449,일반
2610,12539,506830000,국제산업물류산단,128.868575094051,35.136413916451,일반
2612,12541,507360000,경일고등학교후문,128.91938498223,35.111404512961,일반
2614,12543,507520000,한국토지주택공사,128.910758987671,35.099176413452,일반
2615,12544,507480000,법원검찰청후문,128.907392151676,35.09915733348,일반
2616,12545,507460000,더샵퍼스트월드,128.904956656314,35.096987717024,일반
2620,12549,507490000,삼정그린코아.금강펜테리움,128.839505469511,35.150782385877,일반
2621,12550,507430000,녹산초등학교,128.836767733762,35.150778871818,일반
2623,12552,507530000,협성엘리시안,128.839611811002,35.150632072344,일반
2624,12553,508300000,지사천선비교,128.840282061341,35.14860321255,일반
2628,13003,193350401,교대역,129.0799231619,35.1967501695,일반
2630,13010,193520101,거제1치안센터,129.0780216667,35.1911866667,일반
2632,13012,193840102,법원검찰청.거제역,129.0752783333,35.1893516667,일반
2633,13014,193840401,동해선거제역,129.0728410266,35.1891846559,일반
2635,13016,193830102,법원검찰청,129.071480053784,35.189509284969,일반
2636,13017,193830101,거성교차로.종합운동장역,129.0686878198,35.1908477662,일반
2638,13019,193830401,창신초등학교.종합운동장역,129.067222597,35.1924491563,일반
2639,13020,193850302,거성교차로,129.0680024722,35.1898517276,일반
2641,13022,193850301,거제리안동네,129.0683862668,35.1886363778,일반
2643,13024,193860301,거제교회,129.0702778264,35.1865894728,일반
2648,13029,193480101,삼정그린아파트,129.06300327,35.1895210208,일반
2650,13031,193570301,동해선거제해맞이역,129.069405038324,35.181774912882,일반
2652,13035,209020201,유림아시아드아파트.거제초교,129.067405725946,35.176522497725,일반
2654,13040,164720101,부산시청.시청역,129.075450754376,35.177968325509,일반
2655,13041,194000201,부산지방노동청.국세청,129.0776920279,35.1764233036,일반
2657,13051,193420201,연산역,129.080472643964,35.186292126321,일반
2658,13055,193750201,연산교차로,129.083025,35.187205,일반
2660,13057,193750101,웰니스병원.연산농협,129.08534103771,35.188781914895,일반
2662,13059,193320301,경찰전직지원센터,129.088153929139,35.191297942227,일반
2664,13061,193320101,연안교,129.0904064402,35.192787712,일반
2667,13065,193700301,연동시장,129.0927483333,35.18938,일반
2670,13070,193780301,연천시장,129.0961866667,35.1882883333,일반
2671,13071,193700102,부산경상대학입구,129.098226871299,35.18772643758,일반
2672,13072,193410102,부산경상대학교서문,129.0977666667,35.1855816667,일반
2673,13073,193400301,부산경상대학교정문,129.10074,35.1857,일반
2674,13074,193770301,연산8치안센터,129.101835,35.1877783333,일반
2676,13076,193760301,토곡한양아파트,129.1055533333,35.1879,일반
2680,13080,193760201,태광아파트,129.106968137757,35.186878825578,일반
2682,13082,193460101,부산소방본부.교통정보서비스센터,129.107296120472,35.184902544807,일반
2684,13086,193900201,망미주공아파트,129.106982447956,35.180799176936,일반
2687,13089,208260201,망미주공아파트종점,129.10835,35.1804183333,일반
2688,13090,198770403,선경아파트,129.1071633333,35.1783483333,일반
2689,13091,212610101,배산역,129.0961721739,35.173314134,일반
2692,13097,193930101,한독아파트,129.0911337191,35.1739911357,일반
2695,13101,193890301,신리삼거리,129.0875533333,35.1745883333,일반
2699,13106,193660101,연제구청,129.0812469425,35.1752811623,일반
2701,13109,193390201,연산시장.물만골역,129.0856966667,35.17669,일반
2703,13113,193380303,연산초등학교,129.084877471929,35.179291225948,일반
2708,13119,193730101,연일시장,129.085177407622,35.185591757778,일반
2710,13123,193490101,부산의료원,129.060579229391,35.188256738213,일반
2711,13124,194360302,거제리대조연립,129.0733084943,35.193984952,일반
2713,13126,194370102,법원후문,129.0744356022,35.1929220851,일반
2715,13128,194250301,법원검찰청정문,129.0733024941,35.1910944914,일반
2718,13131,193500301,국가기록원.역사기록관,129.0557,35.187199,일반
2719,13132,171730104,개인택시조합,129.0555449288,35.1868279309,일반
2720,13134,171730103,초읍고개,129.052944236076,35.184525759285,일반
2721,13135,194370201,남문초.연제우체국,129.0708109156,35.1938571675,일반
2722,13136,194370202,현대쌍용아파트,129.0683250233,35.1933586211,일반
2726,13143,193820201,창신초등학교,129.0668611509,35.1926111839,일반
2727,13144,193450201,연산중학교,129.0882633333,35.1855766667,일반
2730,13149,193470301,엘지아파트,129.104409047275,35.185390683638,일반
2733,13152,193420401,거제역,129.075188911238,35.188286942912,일반
2740,13159,194380101,수영강푸르지오아파트,129.112007420597,35.184348034573,일반
2743,13163,194380201,연제예식장,129.109445203549,35.184607439323,일반
2744,13164,193710301,연산자이아파트104동앞,129.08876975488,35.190024508329,일반
2745,13165,193690201,연산자이아파트114동앞,129.08721808648,35.18731512147,일반
2746,13166,193330301,연제자동차매매단지,129.077735,35.1884266667,일반
2747,13169,193780302,파크시티아파트입구,129.0985438,35.18800191,일반
2750,13172,194420201,아시아드주경기장,129.0603379,35.19146527,일반
2752,13174,193640301,사직119안전센터,129.0588502,35.19471672,일반
2755,13177,193620202,연산교,129.099647860973,35.190913753929,일반
2757,13179,171730401,연제공용버스차고지,129.053172157282,35.185242801959,일반
2758,13180,213020201,월륜교차로,129.114082940859,35.183599773471,일반
2763,13702,505770000,동해선교대역,129.079947711349,35.193020106475,일반
2765,13704,505940000,연산역.연산교차로,129.081428635668,35.187384969262,일반
2767,13706,505960000,연산역.연제초교,129.080056485897,35.18393910799,일반
2769,13708,505780000,부산시청,129.07691415917,35.179937855685,일반
2772,14001,198770402,망미우체국,129.107255,35.1768133333,일반
2773,14002,193650302,오양아파트,129.1073633333,35.1771266667,일반
2774,14003,198770401,망미중앙시장,129.107637256127,35.175646460277,일반
2776,14005,199490201,동원보라아파트,129.1029383333,35.1422466667,일반
2777,14006,198790501,금호주유소,129.109034546877,35.172591633616,일반
2778,14007,198790401,망미역,129.1072466667,35.1718816667,일반
2779,14008,198690202,수영강변3차e편한세상,129.11610161573,35.180630007648,일반
2782,14011,198710302,망미1파출소,129.10026,35.173175,일반
2786,14015,198790201,수영아파트,129.1111166667,35.1701433333,일반
2789,14022,199230301,민락수변공원,129.1322146301,35.1562076975,일반
2790,14023,198740201,망미2동,129.117141023928,35.176286068707,일반
2792,14025,198750301,망미동우리은행,129.1173983333,35.1729633333,일반
2793,14026,198750302,태창아파트,129.1193883333,35.17171,일반
2795,14028,198820201,미광운수,129.1197866667,35.1698683333,일반
2797,14030,198940301,수영현대아파트.민락역,129.12355533444,35.16615666031,일반
2799,14032,198930301,민락교,129.1285860909,35.1604192281,일반
2801,14034,201090301,MBC방송국,129.126415509092,35.159658393252,일반
2803,14036,199070102,민락동골목시장,129.1236666667,35.1588766667,일반
2805,14038,199070101,동방시장,129.1218816667,35.1586966667,일반
2806,14040,199060101,이화맨션,129.1205416667,35.159705,일반
2807,14042,199090202,화목아파트,129.1192316667,35.1635766667,일반
2808,14044,199090201,민락아파트,129.1183783333,35.16603,일반
2809,14045,198710301,부산지방병무청,129.1035033333,35.17282,일반
2810,14046,199080301,수영교차로.수영역,129.1171616667,35.1681483333,일반
2812,14048,199020301,수영사적공원,129.113255538089,35.168821831204,일반
2817,14053,199040102,수영역,129.1145567805,35.1635668894,일반
2819,14056,199030202,수영구보건소,129.114030552011,35.162761887314,일반
2820,14059,211460301,광안역,129.1134283333,35.1592616667,일반
2821,14060,199040301,광안시장.광안역,129.113477483493,35.160129867279,일반
2824,14063,199370402,광안리입구,129.1142133333,35.15687,일반
2826,14065,199370401,광안리해수욕장,129.1166516667,35.1554316667,일반
2827,14067,199070201,광안농협앞,129.120021882122,35.157650245576,일반
2830,14070,199420104,수영중학교,129.11277,35.15587,일반
2832,14072,199420102,광안2동우편취급국,129.1120816667,35.1532916667,일반
2833,14073,199420101,금련산역,129.111695,35.1521566667,일반
2836,14076,199300101,광일맨션,129.1150516667,35.1508816667,일반
2838,14078,199500101,수영구청,129.1121616667,35.1470583333,일반
2840,14080,199420301,금련산청소년수련원,129.1104,35.1476716667,일반
2842,14083,199790101,남천역,129.10774,35.14181,일반
2843,14084,198690201,수영강변1차e편한세상,129.1170616667,35.17925,일반
2844,14085,198690203,성지기업,129.117646033479,35.177127746221,일반
2845,14087,199790301,대남교차로.남천역,129.106284568998,35.140668500169,일반
2849,14095,199350201,KBS방송국,129.1098683333,35.144115,일반
2851,14097,199370301,서호병원,129.1159533333,35.1522116667,일반
2853,14099,198980301,센텀비치푸르지오,129.1304383333,35.1591783333,일반
2855,14101,199750302,남천해변시장,129.107631026313,35.138396406692,일반
2856,14102,199750301,메가마트남천점,129.1090733333,35.137365,일반
2857,14103,198950201,수영만아이파크,129.130167,35.162071,일반
2859,14105,198690101,수영강변e-편한세상,129.116161334653,35.181225279869,일반
2860,14106,199670201,원정빌라,129.1151383333,35.1802716667,일반
2862,14111,199720201,고려제강,129.116649962,35.1778992966,일반
2865,14114,198730101,수영성당,129.11863,35.17517,일반
2869,14118,199660201,민락동차고지,129.125708173901,35.15766507463,일반
2870,14119,199150201,진로비치아파트,129.12648666023,35.157012100769,일반
2871,14120,199550301,진로아파트2단지 정문,129.1276666,35.15645355,일반
2872,14121,199170201,진로아파트2단지옆,129.12826582327,35.156848934495,일반
2875,14124,507000000,민락매립지공영주차장,129.12776770383,35.155070757742,일반
2876,15001,208950201,삼락동,128.9853925484,35.1951513008,일반
2879,15004,201200101,모라119안전센터,128.992346187839,35.191464333833,일반
2881,15007,201350101,모라역,128.989119893,35.1903569848,일반
2882,15008,201720401,주물공단입구,128.9785766667,35.15153,일반
2884,15010,194790301,금강화학,128.9801119893,35.1903247661,일반
2886,15012,201350301,모라사거리,128.9875311709,35.1876949932,일반
2888,15014,201250601,모라동새마을금고앞,128.9884661069,35.1881772323,일반
2889,15015,201210701,모라1동행정복지센터,128.9897856345,35.1868041402,일반
2890,15016,211980302,모라우성아파트,128.991165211223,35.18938244022,일반
