,arsno,bstopid,bstopnm,gpsx,gpsy,stoptype
3625,52124,216640201,편들마을,129.181344140953,35.425064499941,일반
3627,70002,180340101,부산박물관,129.0934465,35.13005122,일반
3629,70004,186280101,동백섬,129.1514109,35.15768313,일반
3631,70006,186250302,해운대역,129.1581344,35.16338939,마을
3632,70007,185170301,센텀시티,129.130105,35.168203333333,일반
3633,70008,185110101,시립미술관(벡스코),129.135906666667,35.166868333333,일반
3634,70009,180450301,UN기념공원,129.095406666667,35.127313333333,일반
3640,88007,183450303,구남역,128.994917,35.196928,마을
3648,90002,178230303,괴정3치안센터,128.996272,35.101499,마을
3649,90006,178200303,사하우체국,128.980942,35.10042,마을
3650,90015,177670103,괴정역.괴정시장,128.994655,35.100417,마을
3651,90016,178240102,괴정초교,128.998737,35.102377,마을
3653,90018,178510101,하남초등교,128.960401666667,35.098181666667,마을
3656,90021,188340101,을숙도,128.946206091621,35.10791956324,마을
3660,92001,192090202,평강,128.950683333333,35.21381,마을
3661,92002,209520301,명호중고등학교,128.899503333333,35.080456666667,마을
3662,92003,215240301,두산위브아파트,128.899628333333,35.083373333333,마을
3663,92005,209450101,퀸덤아파트201동,128.896208333333,35.086063333333,마을
3664,92006,214270102,퀸덤아파트1.2단지,128.898937,35.086643,마을
3666,92008,209510102,극동스타클래스109동,128.901368333333,35.084303333333,마을
3668,92010,213110203,호산나교회,128.908091666667,35.0843,마을
3672,92014,209430104,전등,128.922683333333,35.091843333333,마을
3689,92034,215330101,남중,128.815681,35.02719,마을
3690,92035,215340101,서중교,128.815493633166,35.028818213377,마을
3691,92036,214840202,옛천성분교,128.813191666667,35.030666666667,마을
3692,92037,214840201,고개마루,128.811901666667,35.032263333333,마을
3693,92038,214850202,두문방파제,128.811375766552,35.033611195126,마을
3694,92039,214850201,두문해변,128.81279,35.038218,마을
3695,92040,214850203,백옥포,128.80777016542,35.046755251169,마을
3696,92041,214850204,코바위,128.800785,35.054243333333,마을
3697,92042,214860204,장항,128.806649957355,35.057549272868,마을
3698,92043,214860202,선창,128.832591,35.066468,마을
3699,92044,214860203,동율리,128.818448333333,35.060153333333,마을
3701,92047,190580302,부광산업,128.824488333333,35.096226666667,마을
3702,92049,211710101,용원,128.820315,35.096640666667,마을
3712,92061,191370203,명지농협 경일고등학교,128.924345032803,35.111188082462,마을
3713,92062,191370202,명지동주민센터,128.925449286408,35.108867892434,마을
3714,92076,191570301,중리새동네,128.92576898336,35.108820057305,마을
3717,92080,188760305,강서체육공원복지회관,128.974125166667,35.207348333333,마을
3721,92084,210680601,덕두,128.95670403567,35.179903443717,마을
3722,92085,215030202,국제선청사,128.947573,35.173710387304,마을
3723,92086,191430402,국내선청사,128.949644166667,35.170603333333,마을
3724,92087,210540102,덕두새동네,128.950133833333,35.175175391527,마을
3725,92088,176960301,철우정밀,128.943031681404,35.164772379081,마을
3726,92089,176980201,순서,128.935886666667,35.161941666667,마을
3727,92090,176990201,도도본리,128.935018333333,35.16687,마을
3728,92091,177000301,정관도마을,128.926225,35.165203333333,마을
3729,92092,211790101,설만마을회관,128.92798,35.17466,마을
3730,92093,192190102,성심정미소,128.9232515,35.175496978055,마을
3731,92094,192190103,입소마을회관,128.92295,35.177,마을
3732,92095,192190101,신평마을,128.925133666667,35.184745,마을
3733,92096,193110203,신평종점,128.927098333333,35.188865,마을
3740,92103,176990101,순서마을,128.935649663097,35.161911579322,마을
3744,92107,191930101,공항파출소,128.953302666667,35.181018333333,마을
3750,92113,191490103,세산입구,128.878333324082,35.148238365037,마을
3751,92115,188900106,생곡삼거리,128.88569,35.13702,마을
3752,92116,192220304,생곡입구,128.881038,35.137988,마을
3754,92118,177030102,염막2구,128.936821666667,35.118783333333,마을
3755,92119,503420000,송백,128.940147,35.123923,마을
3756,92120,177020108,동자,128.943795,35.130245,마을
3757,92121,503440000,염막1구,128.945752,35.133852,마을
3758,92122,177020107,교회앞,128.948085,35.138312,마을
3760,92124,177020109,맥도자연생태공원,128.953662,35.150752,마을
3761,92125,177040102,금호오리마을,128.955843333333,35.15563,마을
3762,92126,191710103,동방,128.96013573,35.17315177,마을
3764,92128,188790303,공항파출소.덕두역,128.9533665,35.181097245642,마을
3775,92149,192860103,(구)명지초등학교후문,128.925846393125,35.105937186823,마을
3778,92164,177050201,진목교회,128.916221307217,35.134147622159,마을
3779,92165,177060101,천자도공단,128.91650226777,35.138970707264,마을
3780,92166,177080101,전양마을,128.916791191989,35.145401243224,마을
3781,92167,177090101,삼광초교,128.917025131807,35.151171964479,마을
3782,92168,177100201,수봉도,128.916047854443,35.154309776915,마을
3783,92169,177100202,평위도,128.914026666667,35.161146528595,마을
3785,92171,177110102,상곡,128.915077809502,35.171714658846,마을
3786,92172,192200101,상곡정미소,128.916664749088,35.17681743392,마을
3787,92173,192200102,현대슈퍼,128.918992666916,35.181875736755,마을
3788,92174,192200103,득천사거리,128.92160034625,35.189126542425,마을
3789,92175,191610101,덕계,128.922853333333,35.191335,마을
3790,92176,188810101,신덕복지회관,128.927047269187,35.199863178967,마을
3791,92177,188810102,딴치,128.929578746833,35.20399272445,마을
3792,92178,188810103,핏대섬새동네,128.931847478969,35.20772708226,마을
3793,92179,188810104,농협공판장,128.933754664821,35.210866974062,마을
3794,92180,188810105,강동주민센터,128.935969407732,35.214516129365,마을
3795,92181,191280201,강동동행정복지센터,128.935408333333,35.21391,마을
3812,92198,188900105,보감사,128.899082693968,35.126347542349,마을
3813,92199,188900104,장락포,128.897581076418,35.134609521337,마을
3815,92201,211730301,옥포마을입구,128.844112508005,35.116129982054,마을
3816,92202,211720101,옥포,128.842539462166,35.115946536692,마을
3820,92207,215220201,부산산업과학고교,128.904363,35.189217,마을
3821,92211,192880201,덕계마을,128.917292224282,35.194169242283,마을
3822,92212,192900201,북정마을,128.916052,35.199227,마을
3823,92213,192930101,중덕마을,128.921872509303,35.210462773241,마을
3826,92216,191280103,원예시험장,128.940638333333,35.216766666667,마을
3831,92224,191780302,강서체육공원역,128.968728333333,35.21235,마을
3842,92235,192870201,덕포마을,128.909504888322,35.192048309684,마을
3847,92271,210350101,월포,128.938491091109,35.157015775453,마을
3848,92272,193050201,대저초등학교,128.92737303099,35.157164714951,마을
3849,92274,193000301,신노전,128.921235,35.135798333333,마을
3854,92286,191360104,강서예술촌,128.918710664449,35.131101926718,마을
3859,92291,192120102,칠점입구,128.939965422306,35.19844751885,마을
3860,92292,192120101,공항상회,128.94108527063,35.202203971603,마을
3861,92293,192120103,평강사리마을입구,128.942561693129,35.205497849138,마을
3862,92294,214430202,평강대리,128.943045,35.209067,마을
3863,92295,214430201,평강대리1구,128.944289022472,35.210653289414,마을
3864,92296,192090104,평강농협,128.948908078704,35.213837933811,마을
3867,92299,192090102,중리1구꽃동네,128.955687046638,35.218391523506,마을
3868,92300,176880101,우편집중국,128.959545405574,35.219141290871,마을
3869,92301,176880103,대저상리,128.963180557145,35.219475447599,마을
3870,92302,176880102,낙동중후문,128.965902205427,35.219515122846,마을
3871,92303,176870101,대저양수장,128.970100179232,35.220409042627,마을
3872,92304,176870102,동연정입구,128.974313209329,35.220685801939,마을
3873,92305,176850103,신촌회관,128.981116655873,35.221072887184,마을
3874,92306,176850102,신촌,128.977730242686,35.220728599502,마을
3875,92307,176850101,당리마을,128.984871666667,35.220808333333,마을
3876,92308,176840101,당리마을입구,128.989886666667,35.220321666667,마을
3877,92309,176860203,수문할매집,128.990253,35.218333,마을
3878,92310,210390301,변덕마을,128.988148333333,35.214825,마을
3879,92311,193130301,변덕초소,128.986202137017,35.215500984131,마을
3880,92312,193150201,강서고교,128.983603333333,35.215483333333,마을
3881,92313,193160301,대저1동사무소,128.981307043789,35.215394274471,마을
3905,92339,192060301,조만포,128.889158,35.162397,마을
3907,92341,192500202,범방주유소,128.884232,35.155204,마을
3910,92346,191490204,가달,128.878457,35.138733,마을
3913,92349,191940103,가리세입구,128.8908,35.1362,마을
3914,92350,191940109,장락,128.893815,35.135346666667,마을
3916,92352,191840101,노적봉능엄사 입구,128.896716666667,35.120815,마을
3917,92353,191350101,순아3구,128.903318,35.118849,마을
3919,92355,176770102,사취등,128.915798333333,35.1155,마을
3924,92360,188900107,성산삼거리,128.894965,35.122535,마을
3937,92374,191490102,녹산주민문화회관,128.874716336843,35.141188053975,마을
3939,92377,191530101,해포,128.899786897513,35.170892034382,마을
3940,92378,191520401,통전,128.901258333333,35.17937,마을
3941,92379,191510303,죽림삼거리,128.90358846761,35.192252036831,마을
3942,92380,191510301,가락농협,128.903091561911,35.194468536154,마을
3943,92381,191510302,가락동행정복지센터,128.901655,35.196022,마을
3944,92382,191680103,용등,128.903934912456,35.20295557356,마을
3945,92383,191680102,식만,128.90787556844,35.207081238159,마을
3946,92384,191680101,시만,128.914138333333,35.21467,마을
3947,92385,205140101,중사도,128.919339516984,35.217585305031,마을
3948,92386,205150101,분도,128.922491932083,35.219292836827,마을
3957,92397,191680202,가락파출소,128.901705738029,35.195926157023,마을
3967,92408,215250201,신호마을,128.878042,35.081182,마을
3968,92409,214500101,신호윌아파트,128.878695,35.087538333333,마을
3969,92410,214490101,신호윌아파트105동,128.877425,35.087812,마을
3972,92413,189490302,삼성서비스센터,128.868625390785,35.093835812524,마을
3973,92414,189460102,삼성자동차출고사무소,128.865812,35.098564666667,마을
3974,92415,189460103,화전마을입구,128.866186666667,35.09988,마을
3975,92416,189460101,사암입바위,128.868588333333,35.101451666667,마을
3976,92418,214960201,산양마을입구,128.872959666667,35.111710333333,마을
3978,92420,191340105,본녹산녹명초등학교,128.885673333333,35.113633333333,마을
3995,92440,190580102,해광테크,128.82746,35.094678333333,마을
3996,92441,190510102,국제휠타,128.829968731331,35.09664340852,마을
3997,92442,190480202,태웅스틸,128.833266666667,35.097926666667,마을
3998,92443,190430201,송정방근마을,128.842201833333,35.099499333333,마을
4000,92445,190340202,두산정비,128.845626666667,35.097933333333,마을
4001,92446,190350202,동아밸브,128.849828333333,35.097923333333,마을
4002,92447,190350203,삼창기전,128.852188333333,35.097941666667,마을
4003,92448,189070202,삼성전기후문,128.856066666667,35.097948333333,마을
4004,92449,189980201,효성스틸,128.858746666667,35.097973333333,마을
4005,92450,190000101,대한제강,128.861331666667,35.09799,마을
4015,92460,190020301,화물터미널,128.838486666667,35.098086666667,마을
4021,92468,189420401,녹산폐기물매립장,128.864878333333,35.089196666667,마을
4022,92474,191030301,서해식품,128.847964671821,35.084616074141,마을
4023,92475,190850401,백송강재,128.84548916935,35.084620294783,마을
4024,92476,190850402,부산협동상사,128.843754775369,35.084613996464,마을
4026,92480,191040201,부림특수강,128.84368204421,35.084405797668,마을
4035,95004,211980303,농협,128.990728,35.187768,마을
4037,95006,201210104,홈플러스모라점,128.991677,35.185663,마을
4038,95007,201210103,모라1단지 새마을금고,128.993461,35.184522,마을
4039,95008,201260102,모라주공34단지,128.999105,35.18559,마을
4040,95009,215370101,백양종합사회복지관,128.999563,35.183003,마을
4041,95010,196070202,시내버스종점,129.001362,35.184673,마을
4050,---,163910301,삼광사,129.043803887084,35.175189588507,마을
4052,---,163950101,초읍우신아파트,129.054495543315,35.181335225652,마을
4054,---,163960201,창신아파트,129.054631718967,35.18151745213,마을
4055,---,163970101,원당골,129.059048373,35.181475350742,마을
4056,---,163970102,초읍대우아파트,129.057608861836,35.180282322413,마을
4057,---,163970103,초읍중학교,129.055940097073,35.179930000634,마을
4058,---,163980101,동의대학교도서관,129.034097853164,35.141428657804,마을
4059,---,163980102,동의대학교본관,129.033912930109,35.140079545286,마을
4061,---,163980104,동의대학교자연대학,129.034569633154,35.143718305266,마을
4062,---,164000202,원보당,129.0736928,35.17374361,마을
4064,---,164080101,대구철물,129.076222026013,35.172273969645,마을
4065,---,164080201,부산진여자고등학교,129.074982,35.1701999,마을
4066,---,164080301,동의의료원사거리,129.0744192,35.17199038,마을
4067,---,164080302,양정성당,129.0729252,35.17153053,마을
4073,---,164190102,대원칸타빌아파트,129.067642336478,35.170735771304,마을
4077,---,164280101,부산은행(전포역),129.065941059313,35.154437711646,마을
4078,---,164280102,전포1동주민센터,129.067591381625,35.154447925966,마을
4080,---,164290102,동성고등학교,129.068502467594,35.151334267713,마을
4084,---,164300202,경남공업고등학교,129.062245650637,35.152949353168,마을
4100,---,164380301,새마을금고,129.062569,35.16475298,마을
4102,---,164390401,현대아파트209동,129.065668705997,35.172137661019,마을
4103,---,164390402,현대아파트213동,129.066658277708,35.172129790402,마을
4105,---,164460102,(구)양정육교,129.0695093,35.17047543,마을
4108,---,164470102,범전치안센터,129.0626499,35.16647887,마을
4111,---,164520103,쥬디스태화,129.059342768693,35.15473231785,마을
4112,---,164530101,부산여자대학교정문,129.071078962754,35.169018611868,마을
4113,---,164530102,성모여자고등학교,129.070582465542,35.168397734836,마을
4114,---,164530501,동의과학대사거리,129.070170375598,35.168016317125,마을
4115,---,164530502,양정하이츠아파트,129.070063232329,35.167163366645,마을
4119,---,164540202,부산진여자상업고등학교,129.07213249672,35.17062544558,마을
4120,---,164550101,동의의료원,129.0764302,35.17020478,마을
4127,---,164570201,문현현대2차아파트,129.074213639601,35.147772912291,마을
4134,---,164580402,협성아파트,129.071031278253,35.157920720632,마을
4136,---,164600202,영광도서,129.05744784629,35.158499396285,마을
4142,---,164680201,서면역,129.059459807595,35.157281050303,마을
4144,---,164710103,롯데호텔,129.0553409,35.15738046,일반
4147,---,164730201,더샵센트럴스타,129.060106191249,35.152277764817,마을
4149,---,164840101,수정약국,129.0632411,35.16834061,마을
4153,---,164860101,녹동아파트,129.0638289,35.16751553,마을
4154,---,164870101,박구정학원,129.0649664,35.16761724,마을
4157,---,164880102,양성초등학교,129.0657661,35.16972434,마을
4160,---,164890301,김해쌀집,129.0643959,35.17130949,마을
4161,---,164910301,현대아파트2차후문,129.0637038,35.17187534,마을
4166,---,164920301,항도중학교,129.06498304241,35.163564233963,마을
4167,---,164930301,적십자회관,129.06326344666,35.161511670723,마을
4170,---,164960202,천지탕,129.067620715263,35.164042169728,마을
4172,---,165020201,만호빌라,129.0686126,35.15949165,마을
4173,---,165020202,기와집,129.0693491,35.15913457,마을
4174,---,165040201,영화약국,129.0689623,35.16027679,마을
4177,---,165090402,전홍빌라,129.0710947,35.1587715,마을
4179,---,165120201,양정사진관,129.0699577,35.16922764,마을
4180,---,165130101,동의과학대학교,129.0719819,35.16623453,마을
4181,---,165130102,동의공업고등학교,129.0711168,35.16663735,마을
4188,---,165350302,온천시장(목욕타운),129.0834424,35.22335133,일반
4189,---,165390601,온천장입구,129.086209211804,35.216779395168,마을
4193,---,165460101,무량사,129.089778961609,35.206784936989,마을
4196,---,165530202,(구)수정약국,129.111912736813,35.198875603703,마을
4197,---,165540203,안락SK현대아파트,129.113269703863,35.198960089973,마을
4198,---,165560201,돌매국밥,129.087349688846,35.19500592925,마을
4199,---,165560202,삼성가든아파트,129.08551937696,35.197820582134,마을
4200,---,165560203,새동래3차아파트,129.086351053567,35.196554870019,마을
4203,---,165620401,충렬사후문,129.097865565579,35.20122124869,마을
4204,---,165630101,119안전체험관,129.073627278805,35.217087956488,마을
4205,---,165630102,금강공원,129.076560054313,35.219002219744,마을
4206,---,165630103,동래온천소방서,129.077281752382,35.222884241936,마을
4207,---,165630104,해양자연사박물관,129.07667355475,35.220381456822,마을
4211,---,165670201,국제파크아파트,129.099889861356,35.205337799642,마을
4213,---,165680301,코끼리유치원,129.093307241392,35.206887177999,마을
4214,---,165680302,학산여자고등학교,129.095260461871,35.207123571022,마을
4215,---,165680401,명장초등학교,129.097608,35.20741166,마을
4222,---,165760202,동래중학교,129.0797444,35.21032614,마을
4223,---,165760301,동래보건소,129.079061773274,35.210955702691,마을
4225,---,165770101,중앙여자고등학교,129.078729825044,35.208029449691,마을
4226,---,165770102,동래역2번출구,129.078730187422,35.20542251904,마을
4227,---,165770103,동래역4번출구,129.078731849117,35.206495339181,마을
4230,---,165780303,동래역환승센터,129.0782826,35.20457467,마을
4233,---,165800101,달북초등학교,129.060317581837,35.202504800682,마을
4235,---,165800103,사직고등학교,129.059454377475,35.201705360842,마을
4237,---,165800204,삼익아파트후문,129.058912811917,35.199626664524,마을
4240,---,165800405,삼정그린코아아파트,129.053139815116,35.198030198497,마을
4241,---,165810203,쌍용아파트후문,129.0586392,35.19448843,마을
4243,---,165840301,동남아파트,129.1019561,35.21053449,마을
4244,---,165840302,명장2동치안센터,129.1004538,35.21192218,마을
4245,---,165840303,성지아파트,129.1001424,35.21299988,마을
4246,---,165850202,스파쇼핑,129.083545883255,35.218266494934,마을
4247,---,165850402,(구)온천극장,129.082025115793,35.219027676274,마을
4248,---,165860302,금강공원입구,129.079257650815,35.218344674255,마을
4254,---,165900203,1080안경점,129.100870279162,35.200231305813,마을
4263,---,165940402,래미안101동,129.068685928156,35.212182142301,마을
4264,---,165940403,래미안104동,129.070292883533,35.212134517601,마을
4265,---,165940404,래미안4단지,129.067653492292,35.211994973006,마을
4268,---,165950202,래미안209동,129.069363616787,35.212097336037,마을
4269,---,165950204,래미안201동,129.067721834116,35.211876688118,마을
4270,---,165950402,삼협아파트,129.064598476631,35.210036403829,마을
4273,---,165960202,부산교육대학교후문,129.0729708,35.19696221,마을
4277,---,165970303,동서산장아파트,129.063639754829,35.208644069523,마을
4278,---,165970304,삼정그린코아포레스트,129.061789882631,35.204375044897,마을
4286,---,165980301,온천중학교,129.059272954237,35.203401436952,마을
4288,---,166000301,롯데백화점동래점남문,129.0776538,35.21082939,마을
4290,---,166010303,유락여자중학교,129.076346862171,35.214115013743,마을
4292,---,166030202,럭키동래아파트후문,129.076851957229,35.209399903225,마을
4293,---,166030203,사랑의집,129.074690010147,35.210090318975,마을
4294,---,166030402,우리은행온천점,129.073086936015,35.210090754424,마을
4295,---,166060301,동래럭키아파트후문,129.077500637902,35.209433827595,마을
4298,---,166140203,경보아파트교차로,129.0822164,35.22403444,일반
4299,---,166140401,만수마트,129.0814733333,35.2245566667,일반
4301,---,166180402,동래역1번출구,129.078164881427,35.20548566564,마을
4306,---,166310101,명장2동주민센터,129.1024578,35.20729098,마을
4309,---,166330202,안락병원,129.107797959943,35.199156642527,마을
4314,---,166350502,부산지방기상청,129.083141470199,35.20642164387,마을
4317,---,166410302,월마트,129.103177468249,35.193137063222,마을
4323,---,166460301,벽산한신아파트,129.098033607414,35.194320106824,마을
4324,---,166460302,안민초등학교,129.094132082889,35.194482677769,마을
4325,---,166460303,중앙하이츠아파트,129.096055859925,35.19443479252,마을
4326,---,166480102,온천예식장,129.082387915405,35.218166226891,마을
4327,---,166490202,명장1치안센터,129.103030443456,35.205458256316,마을
4328,---,166510103,명장1동새마을금고,129.105013589587,35.204772839134,마을
4330,---,166510204,명장1동주민센터,129.104429038972,35.20418953764,마을
4342,---,166600101,삼익아파트정문,129.060564955942,35.199703271158,마을
4350,---,166700301,사직동교회,129.061901353318,35.200878279301,마을
4351,---,166700302,사직시장,129.062872052148,35.201693900956,마을
4352,---,166730401,미남교차로,129.070018992944,35.20861581178,마을
4355,---,166780202,반도보라스카이뷰,129.067341424469,35.204020632777,마을
4357,---,166790202,금강시장,129.069304190454,35.201994435675,마을
4359,---,166800301,금강예식장,129.068157893482,35.208584021458,마을
4361,---,166820201,달북마을,129.058874273696,35.204628971775,마을
4362,---,166830101,백제약국,129.070316639461,35.200770039544,마을
4364,---,166830403,사직성당앞,129.069590487612,35.202782004694,마을
4365,---,166840202,(구)서울약국,129.079318468173,35.216301451471,마을
4367,---,167020201,안락중학교후문,129.108781893325,35.191849200123,마을
4369,---,167030101,안락뜨란채아파트205동,129.110384155488,35.19162520449,마을
4376,---,167190201,협진아파트,129.1025617,35.208322,마을
4379,---,167240101,동래교육청후문,129.0888794,35.20478482,마을
4380,---,167240102,동호탕,129.0902345,35.20551062,마을
4381,---,167240103,한국상사,129.0913986,35.20624711,마을
4386,---,167330201,대동병원,129.0798026,35.20468877,마을
4389,---,167360302,명륜역입구,129.0794357,35.21102687,마을
4390,---,167380101,남일중학교,129.112082056914,35.192453276926,마을
4392,---,167430101,메가마트동래점후문,129.080789533014,35.205189145451,마을
4394,---,167470101,금정산약수터,129.057795416744,35.211965041827,마을
4396,---,167480201,무량수요양원,129.061457881699,35.212373827349,마을
4397,---,167480202,온천슈퍼,129.063676127764,35.21227311013,마을
4399,---,167480204,진양집,129.058880693892,35.211969038305,마을
4400,---,167490201,금솔장,129.061694957463,35.21240128056,마을
4405,---,167520101,새들원테니스장,129.065088351562,35.212895678609,마을
4409,---,167580101,금강초등학교,129.064247662092,35.202190625266,마을
4411,---,167600201,이편한동래아시아드아파트,129.065746022821,35.201521500177,마을
4413,---,167620101,공영아파트,129.066895442382,35.200973667175,마을
4414,---,167640101,OK슈퍼,129.06828078367,35.200491922554,마을
4421,---,167830202,중구복지관,129.02855215062,35.105888328897,마을
4422,---,167840205,대청공원원로의집,129.0292005,35.10655139,일반
4423,---,167860203,중앙동,129.0360166,35.1055877,일반
4424,---,167870102,광복로,129.0368221,35.09961741,일반
4425,---,167870103,연안부두,129.036796585863,35.099989542227,마을
4431,---,168040301,중구노인복지회관,129.025721991283,35.10392547568,마을
4433,---,168070101,한신스포렉스,129.027040908404,35.103816416356,마을
4435,---,168090101,남해슈퍼,129.02746640429,35.104640589631,마을
4437,---,168100301,산복도로교차로,129.026921315302,35.105850567027,마을
4439,---,168110202,보수어린이집,129.02692057913,35.10659152307,마을
4440,---,168110203,중구노인정,129.02848533869,35.106126290901,마을
4441,---,168110204,혜광고등학교후문,129.026636310495,35.108663507734,마을
4442,---,168120401,중앙공원,129.027960371359,35.11212006298,마을
4444,---,168150201,중앙도서관,129.026949934902,35.110664445814,마을
4445,---,168160101,증앙도서관,129.026950640481,35.110475572137,마을
4446,---,168170201,서구복지회관,129.025739016301,35.110382236104,마을
4448,---,168180201,혜광분식,129.025606286652,35.109652984808,마을
4456,---,168290302,서대시장 동대신역,129.016265389132,35.109662058112,마을
4460,---,168340302,구덕실내체육관,129.014186682042,35.114966611228,마을
4462,---,168380302,부산방사선과앞,129.020340731853,35.098134542091,마을
4463,---,168380303,토성동역,129.019552418606,35.09938145527,마을
4464,---,168380402,부산대학교병원,129.017858579824,35.099974573058,마을
4465,---,168380403,아미파출소,129.016790354308,35.100268756267,마을
4466,---,168400102,충무시장,129.023271956709,35.096444424317,마을
4468,---,168410101,대청마루,129.025708918493,35.11453090402,마을
4469,---,168410102,영산3동아파트,129.022903752965,35.116092695481,마을
4470,---,168410103,한국빌라,129.024550378454,35.115459347403,마을
4471,---,168410301,경남고등학교입구,129.01938945714,35.117321279987,마을
4475,---,168470205,서여자고등학교,129.019969056779,35.114080414298,마을
4476,---,168470402,동아탕,129.016859481241,35.117179510951,마을
4477,---,168490201,광성사,129.016395053617,35.098778449149,마을
4478,---,168490202,산상교회.비석문화마을,129.012073321852,35.099803946031,마을
4479,---,168490203,세화어린이집,129.014431223974,35.099130032131,마을
4480,---,168490204,아미동공영주차장,129.013317166829,35.099188811741,마을
4481,---,168490205,아미청년회,129.011960517449,35.099179948046,마을
4483,---,168490207,한샘슈퍼,129.012014070621,35.098638588723,마을
4484,---,168490208,미화당슈퍼,129.0131442,35.09945881,마을
4486,---,168500103,아미시장,129.016810187359,35.099989887164,마을
4487,---,168500104,토성역,129.019350038261,35.099661968419,마을
4491,---,168570102,구덕야구장,129.016676714885,35.116641843155,마을
4493,---,168590102,대진슈퍼,129.011992220019,35.098319925465,마을
4500,---,168590201,감정초등학교.감천문화마을,129.01033383539,35.097346154351,마을
4501,---,168590202,구감,129.010380874962,35.095590017028,마을
4502,---,168590203,아미동감천삼거리,129.01138778048,35.098041580931,마을
4504,---,168600104,아미경로당,129.013327425815,35.100111374368,마을
4505,---,168600201,세신빌라,129.011417008858,35.100604193574,마을
4506,---,168610102,서대신역,129.011860238019,35.111463547089,마을
4510,---,168610301,남성한빛.대신더샵,129.010713342354,35.116560716619,마을
4511,---,168610302,대신롯데캐슬아파트,129.010699676288,35.115335342752,마을
4514,---,168620104,부경고등학교,129.013921838494,35.113465740954,마을
4515,---,168660201,민방위교육장,129.009446247054,35.121115750058,마을
4516,---,168670302,동대신시장,129.019359509816,35.110763507447,마을
4519,---,168680201,대티배수지,129.00961182298,35.10783456421,마을
4520,---,168680202,부민석유,129.016354595013,35.105840712233,마을
4521,---,168680203,부민e편한세상아파트,129.016841443097,35.104209421433,마을
4522,---,168680204,산월노인정,129.012212429695,35.106605719696,마을
4523,---,168680205,연성아파트,129.010721174888,35.107856784929,마을
4524,---,168680206,대신푸르지오,129.014814288306,35.107216414798,마을
4525,---,168680207,청송슈퍼,129.016498789948,35.103879642264,마을
4526,---,168680208,한일공업사,129.013711189252,35.106860448008,마을
4533,---,168770403,효목빌라,129.009347933319,35.118831441227,마을
4539,---,168790301,동아대학교구덕캠퍼스,129.017476817226,35.12077850559,마을
4541,---,168800201,부산서교회,129.016572808299,35.102022089124,마을
4551,---,168830101,구덕꽃마을,129.007058726852,35.127258956899,마을
4565,---,169190303,수정성당,129.046233682886,35.132338699696,마을
4572,---,169300102,범천교회,129.0545284,35.1418131,마을
4576,---,169410303,범곡새마을금고,129.0490874,35.14066236,마을
4578,---,169410305,덕산탕,129.0490378,35.14176633,마을
4582,---,169420302,안창마을종점,129.0420961688,35.1459985223,일반
4583,---,169420303,안창삼거리,129.0479931,35.14450784,마을
4584,---,169420304,보각사,129.0464568,35.14556627,마을
4585,---,169420305,동구종합사회복지관,129.0424963,35.14596502,마을
4586,---,169440101,동부경찰서,129.048684246106,35.129467854706,마을
4588,---,169520401,수정아파트5동,129.037089476191,35.127425346354,마을
4589,---,169520402,수정아파트6동,129.037846374161,35.12764692153,마을
4590,---,169520403,수정아파트8동,129.039109735725,35.128046385197,마을
4592,---,169600102,안창마을,129.0403457,35.14477694,마을
4593,---,169610301,동구청.우체국,129.045549958627,35.127675502158,마을
4594,---,169610302,부산진역1번출구,129.04651788926,35.127152300844,마을
4598,---,169740401,축복예식장,129.0617944,35.13960572,마을
4599,---,169780302,자유시장,129.0604636,35.14099813,마을
4600,---,169830301,부산시민회관,129.0650413,35.13756719,마을
4602,---,169860103,조방면옥,129.063907168171,35.141051060722,마을
4603,---,169870301,국밥골목,129.061859,35.1415152,마을
4604,---,169870302,평화시장,129.060251,35.14149121,마을
4605,---,169900401,하모니웨딩타운,129.063573918742,35.141544456044,마을
4606,---,169910301,오션브릿지,129.0594497,35.13297698,마을
4611,---,170030204,동부경찰서방범순찰대,129.0543003,35.12951832,마을
4612,---,170030205,남해해양경비안전본부,129.0544624,35.12767719,마을
4613,---,170110101,봉래동,129.0515215432,35.0931600796,일반
4614,---,170160102,봉래시장,129.042794128845,35.093439934405,마을
4615,---,170170101,미광아파트,129.04423572181,35.09449452617,마을
4616,---,170170302,부산대교입구,129.042384558166,35.093947115409,마을
4618,---,170190201,구민장례식장,129.039940722948,35.092990817412,마을
4619,---,170190202,영광골든타워,129.040507682943,35.094001410568,마을
4620,---,170210201,영도초등학교,129.044644239611,35.089455638623,마을
4621,---,170220402,영선동윗로터리,129.042037986437,35.084607642877,마을
4623,---,170260501,삼거리슈퍼,129.0506396986,35.091904240363,마을
4624,---,170270201,(구)전차종점,129.037895785333,35.089613785443,마을
4625,---,170270401,대동대교맨션,129.035245631787,35.090980819304,마을
4626,---,170270402,토토볼링장,129.036681207763,35.090285687462,마을
4627,---,170280201,대평동,129.03292565781,35.092476254252,마을
4628,---,170280202,진주슈퍼,129.03375195992,35.091844868815,마을
4630,---,170290401,GS25,129.040882160331,35.088749345835,마을
4631,---,170290402,남항동농협,129.041629387022,35.088475379674,마을
4632,---,170290403,세븐일레븐,129.039870978465,35.089131168688,마을
4634,---,170300201,영선1동주민센터,129.044132997584,35.090266384122,마을
